,Unnamed: 0,revid,parentid,user,userid,timestamp,size,anon,userhidden,page_id,pythontime
14208,16,912392076,912389434,DoctorHell,5023119.0,2019-08-25T07:54:14Z,243284,,,61597377,2019-08-25 07:54:14+00:00
22066,759,912392510,912390674,Wefk423,30693367.0,2019-08-25T07:58:49Z,82912,,,61009021,2019-08-25 07:58:49+00:00
22067,760,912392797,912392510,Wefk423,30693367.0,2019-08-25T08:01:19Z,82964,,,61009021,2019-08-25 08:01:19+00:00
4105,4105,912393470,912391884,Lakshmisreekanth,33317625.0,2019-08-25T08:07:52Z,181001,,,61008894,2019-08-25 08:07:52+00:00
22068,761,912393931,912392797,Wefk423,30693367.0,2019-08-25T08:13:40Z,83470,,,61009021,2019-08-25 08:13:40+00:00
22069,762,912394571,912393931,Wefk423,30693367.0,2019-08-25T08:21:57Z,83841,,,61009021,2019-08-25 08:21:57+00:00
4106,4106,912399578,912393470,47.11.138.154,0.0,2019-08-25T09:24:13Z,181126,True,,61008894,2019-08-25 09:24:13+00:00
4107,4107,912399700,912399578,El C,92203.0,2019-08-25T09:25:58Z,181001,,,61008894,2019-08-25 09:25:58+00:00
13627,82,912401079,911977505,Pikamander2,4743453.0,2019-08-25T09:44:38Z,17069,,,55138259,2019-08-25 09:44:38+00:00
25591,6,912404191,912358718,OwenBlacker,62026.0,2019-08-25T10:17:12Z,1602,,,61592642,2019-08-25 10:17:12+00:00
4108,4108,912405157,912399700,Datascientist19872,37204845.0,2019-08-25T10:26:35Z,180915,,,61008894,2019-08-25 10:26:35+00:00
4109,4109,912405461,912405157,Datascientist19872,37204845.0,2019-08-25T10:29:57Z,180936,,,61008894,2019-08-25 10:29:57+00:00
4110,4110,912405608,912405461,Newslinger,33467233.0,2019-08-25T10:31:53Z,180835,,,61008894,2019-08-25 10:31:53+00:00
4111,4111,912405677,912405608,Newslinger,33467233.0,2019-08-25T10:32:33Z,180834,,,61008894,2019-08-25 10:32:33+00:00
18944,11,912406945,912389459,14.0.158.61,0.0,2019-08-25T10:47:35Z,212854,True,,61597245,2019-08-25 10:47:35+00:00
25299,2,912407228,912389773,Mariogoods,34143604.0,2019-08-25T10:51:13Z,958,,,61601411,2019-08-25 10:51:13+00:00
24945,3,912407714,912389731,Mariogoods,34143604.0,2019-08-25T10:56:32Z,1038,,,61601443,2019-08-25 10:56:32+00:00
18945,12,912408669,912406945,14.0.158.61,0.0,2019-08-25T11:07:12Z,212913,True,,61597245,2019-08-25 11:07:12+00:00
18946,13,912408838,912408669,14.0.158.61,0.0,2019-08-25T11:10:15Z,213269,True,,61597245,2019-08-25 11:10:15+00:00
22070,763,912408893,912394571,143.167.167.170,0.0,2019-08-25T11:10:59Z,84316,True,,61009021,2019-08-25 11:10:59+00:00
22071,764,912408963,912408893,143.167.167.170,0.0,2019-08-25T11:12:02Z,84315,True,,61009021,2019-08-25 11:12:02+00:00
4112,4112,912408999,912405677,62.131.30.164,0.0,2019-08-25T11:12:21Z,180879,True,,61008894,2019-08-25 11:12:21+00:00
4113,4113,912409035,912408999,Tai Po Joe,36736629.0,2019-08-25T11:12:55Z,180834,,,61008894,2019-08-25 11:12:55+00:00
18947,14,912409147,912408838,14.0.158.61,0.0,2019-08-25T11:14:06Z,212937,True,,61597245,2019-08-25 11:14:06+00:00
14209,17,912409252,912392076,Newslinger,33467233.0,2019-08-25T11:16:01Z,243314,,,61597377,2019-08-25 11:16:01+00:00
22072,765,912409299,912408963,143.167.167.170,0.0,2019-08-25T11:16:34Z,84618,True,,61009021,2019-08-25 11:16:34+00:00
22073,766,912409390,912409299,SineBot,4936590.0,2019-08-25T11:17:38Z,84908,,,61009021,2019-08-25 11:17:38+00:00
14210,18,912409465,912409252,Newslinger,33467233.0,2019-08-25T11:18:44Z,243358,,,61597377,2019-08-25 11:18:44+00:00
16039,396,912409784,912333643,2019OutlaweD,37132700.0,2019-08-25T11:22:44Z,38759,,,65372,2019-08-25 11:22:44+00:00
18527,38,912410073,912387292,Ohconfucius,736651.0,2019-08-25T11:25:52Z,11770,,,61592518,2019-08-25 11:25:52+00:00
18528,39,912410115,912410073,Ohconfucius,736651.0,2019-08-25T11:26:19Z,11792,,,61592518,2019-08-25 11:26:19+00:00
25367,21,912410133,854205471,2019OutlaweD,37132700.0,2019-08-25T11:26:33Z,23476,,,2384833,2019-08-25 11:26:33+00:00
18529,40,912410319,912410115,Ohconfucius,736651.0,2019-08-25T11:28:42Z,11625,,,61592518,2019-08-25 11:28:42+00:00
18530,41,912410872,912410319,Ohconfucius,736651.0,2019-08-25T11:35:19Z,11659,,,61592518,2019-08-25 11:35:19+00:00
22074,767,912412216,912409390,143.167.167.170,0.0,2019-08-25T11:50:02Z,85351,True,,61009021,2019-08-25 11:50:02+00:00
18531,42,912412938,912410872,Ohconfucius,736651.0,2019-08-25T11:59:06Z,12483,,,61592518,2019-08-25 11:59:06+00:00
18532,43,912413144,912412938,Ohconfucius,736651.0,2019-08-25T12:01:11Z,12546,,,61592518,2019-08-25 12:01:11+00:00
18533,44,912413197,912413144,Ohconfucius,736651.0,2019-08-25T12:01:47Z,12547,,,61592518,2019-08-25 12:01:47+00:00
18534,45,912414247,912413197,Hoising,2864272.0,2019-08-25T12:14:04Z,12546,,,61592518,2019-08-25 12:14:04+00:00
18535,46,912414306,912414247,Ohconfucius,736651.0,2019-08-25T12:14:39Z,13496,,,61592518,2019-08-25 12:14:39+00:00
18536,47,912414311,912414306,Hoising,2864272.0,2019-08-25T12:14:45Z,13512,,,61592518,2019-08-25 12:14:45+00:00
18537,48,912414427,912414311,Ohconfucius,736651.0,2019-08-25T12:16:05Z,13496,,,61592518,2019-08-25 12:16:05+00:00
18538,49,912414488,912414427,Ohconfucius,736651.0,2019-08-25T12:16:55Z,13515,,,61592518,2019-08-25 12:16:55+00:00
18539,50,912414580,912414488,Hoising,2864272.0,2019-08-25T12:17:50Z,13562,,,61592518,2019-08-25 12:17:50+00:00
18540,51,912414665,912414580,Ohconfucius,736651.0,2019-08-25T12:18:41Z,13553,,,61592518,2019-08-25 12:18:41+00:00
4114,4114,912414688,912409035,143.167.15.58,0.0,2019-08-25T12:19:00Z,180764,True,,61008894,2019-08-25 12:19:00+00:00
18541,52,912414754,912414665,Ohconfucius,736651.0,2019-08-25T12:19:47Z,13524,,,61592518,2019-08-25 12:19:47+00:00
18542,53,912415140,912414754,Ohconfucius,736651.0,2019-08-25T12:23:59Z,18532,,,61592518,2019-08-25 12:23:59+00:00
18543,54,912415313,912415140,Ohconfucius,736651.0,2019-08-25T12:25:37Z,18538,,,61592518,2019-08-25 12:25:37+00:00
18544,55,912415468,912415313,Ohconfucius,736651.0,2019-08-25T12:27:19Z,18554,,,61592518,2019-08-25 12:27:19+00:00
18545,56,912415555,912415468,Ohconfucius,736651.0,2019-08-25T12:28:17Z,18353,,,61592518,2019-08-25 12:28:17+00:00
18546,57,912415605,912415555,Ohconfucius,736651.0,2019-08-25T12:28:42Z,18330,,,61592518,2019-08-25 12:28:42+00:00
22075,768,912415666,912412216,143.167.15.58,0.0,2019-08-25T12:29:26Z,86052,True,,61009021,2019-08-25 12:29:26+00:00
18547,58,912415723,912415605,Ohconfucius,736651.0,2019-08-25T12:30:06Z,18326,,,61592518,2019-08-25 12:30:06+00:00
18548,59,912416014,912415723,Ohconfucius,736651.0,2019-08-25T12:32:41Z,17584,,,61592518,2019-08-25 12:32:41+00:00
22076,769,912416731,912415666,Ltyl,37205493.0,2019-08-25T12:39:46Z,86205,,,61009021,2019-08-25 12:39:46+00:00
22077,770,912416805,912416731,Ltyl,37205493.0,2019-08-25T12:40:35Z,86278,,,61009021,2019-08-25 12:40:35+00:00
18549,60,912417394,912416014,80.111.165.52,0.0,2019-08-25T12:46:32Z,17567,True,,61592518,2019-08-25 12:46:32+00:00
18550,61,912417416,912417394,Ohconfucius,736651.0,2019-08-25T12:46:48Z,17781,,,61592518,2019-08-25 12:46:48+00:00
18551,62,912417454,912417416,80.111.165.52,0.0,2019-08-25T12:47:13Z,17776,True,,61592518,2019-08-25 12:47:13+00:00
18552,63,912417542,912417454,80.111.165.52,0.0,2019-08-25T12:48:11Z,17758,True,,61592518,2019-08-25 12:48:11+00:00
18553,64,912417587,912417542,80.111.165.52,0.0,2019-08-25T12:48:43Z,17745,True,,61592518,2019-08-25 12:48:43+00:00
18554,65,912417641,912417587,Ohconfucius,736651.0,2019-08-25T12:49:12Z,17787,,,61592518,2019-08-25 12:49:12+00:00
4115,4115,912417730,912414688,DrifAssault,36852465.0,2019-08-25T12:49:55Z,194703,,,61008894,2019-08-25 12:49:55+00:00
18555,66,912418284,912417641,Ohconfucius,736651.0,2019-08-25T12:54:57Z,17766,,,61592518,2019-08-25 12:54:57+00:00
18556,67,912418831,912418284,Ohconfucius,736651.0,2019-08-25T12:59:34Z,17696,,,61592518,2019-08-25 12:59:34+00:00
18557,68,912419038,912418831,Ohconfucius,736651.0,2019-08-25T13:01:21Z,17697,,,61592518,2019-08-25 13:01:21+00:00
4116,4116,912419596,912417730,Ltyl,37205493.0,2019-08-25T13:06:44Z,194626,,,61008894,2019-08-25 13:06:44+00:00
4117,4117,912420007,912419596,Tai Po Joe,36736629.0,2019-08-25T13:11:31Z,180687,,,61008894,2019-08-25 13:11:31+00:00
18558,69,912421652,912419038,Ohconfucius,736651.0,2019-08-25T13:27:30Z,13798,,,61592518,2019-08-25 13:27:30+00:00
25368,22,912422215,912410133,2019OutlaweD,37132700.0,2019-08-25T13:33:15Z,23474,,,2384833,2019-08-25 13:33:15+00:00
14211,19,912422349,912409465,Narky Blert,22041646.0,2019-08-25T13:34:43Z,243373,,,61597377,2019-08-25 13:34:43+00:00
22078,771,912422677,912416805,Ltyl,37205493.0,2019-08-25T13:37:45Z,86871,,,61009021,2019-08-25 13:37:45+00:00
22079,772,912422766,912422677,Ltyl,37205493.0,2019-08-25T13:38:28Z,86793,,,61009021,2019-08-25 13:38:28+00:00
22080,773,912422971,912422766,Ltyl,37205493.0,2019-08-25T13:40:23Z,86925,,,61009021,2019-08-25 13:40:23+00:00
18559,70,912423543,912421652,Ohconfucius,736651.0,2019-08-25T13:46:05Z,14058,,,61592518,2019-08-25 13:46:05+00:00
18560,71,912423573,912423543,Ohconfucius,736651.0,2019-08-25T13:46:25Z,14064,,,61592518,2019-08-25 13:46:25+00:00
18561,72,912423653,912423573,Ohconfucius,736651.0,2019-08-25T13:47:05Z,14070,,,61592518,2019-08-25 13:47:05+00:00
18562,73,912424406,912423653,Ohconfucius,736651.0,2019-08-25T13:54:46Z,14635,,,61592518,2019-08-25 13:54:46+00:00
18948,15,912424691,912409147,Richard-of-Earth,6320921.0,2019-08-25T13:57:59Z,218166,,,61597245,2019-08-25 13:57:59+00:00
4118,4118,912424783,912420007,Newslinger,33467233.0,2019-08-25T13:59:02Z,84818,,,61008894,2019-08-25 13:59:02+00:00
25592,7,912424857,912404191,Ohconfucius,736651.0,2019-08-25T14:00:02Z,2042,,,61592642,2019-08-25 14:00:02+00:00
4119,4119,912424934,912424783,Newslinger,33467233.0,2019-08-25T14:00:59Z,84261,,,61008894,2019-08-25 14:00:59+00:00
22081,774,912424989,912422971,Ohconfucius,736651.0,2019-08-25T14:01:31Z,87405,,,61009021,2019-08-25 14:01:31+00:00
18949,16,912426493,912424691,Ltyl,37205493.0,2019-08-25T14:15:51Z,218548,,,61597245,2019-08-25 14:15:51+00:00
18563,74,912426519,912424406,AnomieBOT,7611264.0,2019-08-25T14:16:01Z,14669,,,61592518,2019-08-25 14:16:01+00:00
14212,20,912426570,912422349,Newslinger,33467233.0,2019-08-25T14:16:35Z,105714,,,61597377,2019-08-25 14:16:35+00:00
15206,15,912426661,912391407,Newslinger,33467233.0,2019-08-25T14:17:35Z,79150,,,61583685,2019-08-25 14:17:35+00:00
18950,17,912426695,912426493,Ltyl,37205493.0,2019-08-25T14:17:51Z,218298,,,61597245,2019-08-25 14:17:51+00:00
22082,775,912427280,912424989,Newslinger,33467233.0,2019-08-25T14:23:12Z,87791,,,61009021,2019-08-25 14:23:12+00:00
24946,4,912427417,912407714,Newslinger,33467233.0,2019-08-25T14:24:43Z,1379,,,61601443,2019-08-25 14:24:43+00:00
25300,3,912427470,912407228,Newslinger,33467233.0,2019-08-25T14:25:11Z,1299,,,61601411,2019-08-25 14:25:11+00:00
18951,18,912427628,912426695,Ltyl,37205493.0,2019-08-25T14:26:50Z,218521,,,61597245,2019-08-25 14:26:50+00:00
18952,19,912427673,912427628,Newslinger,33467233.0,2019-08-25T14:27:11Z,34517,,,61597245,2019-08-25 14:27:11+00:00
18953,20,912427948,912427673,Newslinger,33467233.0,2019-08-25T14:29:34Z,218521,,,61597245,2019-08-25 14:29:34+00:00
18954,21,912427954,912427948,Ltyl,37205493.0,2019-08-25T14:29:36Z,218545,,,61597245,2019-08-25 14:29:36+00:00
18955,22,912427997,912427954,Newslinger,33467233.0,2019-08-25T14:29:56Z,34541,,,61597245,2019-08-25 14:29:56+00:00
18956,23,912428165,912427997,Newslinger,33467233.0,2019-08-25T14:31:36Z,34672,,,61597245,2019-08-25 14:31:36+00:00
11520,4832,912428187,912343536,KevinP,426392.0,2019-08-25T14:31:39Z,161673,,,13404,2019-08-25 14:31:39+00:00
18957,24,912428434,912428165,Ltyl,37205493.0,2019-08-25T14:33:51Z,34729,,,61597245,2019-08-25 14:33:51+00:00
25723,3,912428543,912389779,Newslinger,33467233.0,2019-08-25T14:34:48Z,1348,,,61601345,2019-08-25 14:34:48+00:00
15207,16,912428785,912426661,Newslinger,33467233.0,2019-08-25T14:36:59Z,79096,,,61583685,2019-08-25 14:36:59+00:00
14213,21,912428804,912426570,Newslinger,33467233.0,2019-08-25T14:37:13Z,105659,,,61597377,2019-08-25 14:37:13+00:00
18958,25,912428874,912428434,Newslinger,33467233.0,2019-08-25T14:37:47Z,34675,,,61597245,2019-08-25 14:37:47+00:00
18959,26,912429740,912428874,Newslinger,33467233.0,2019-08-25T14:45:14Z,34517,,,61597245,2019-08-25 14:45:14+00:00
18960,27,912429881,912429740,Newslinger,33467233.0,2019-08-25T14:46:29Z,34463,,,61597245,2019-08-25 14:46:29+00:00
4120,4120,912430428,912424934,Newslinger,33467233.0,2019-08-25T14:51:08Z,89130,,,61008894,2019-08-25 14:51:08+00:00
18961,28,912430600,912429881,Ltyl,37205493.0,2019-08-25T14:52:27Z,34119,,,61597245,2019-08-25 14:52:27+00:00
22083,776,912430778,912427280,Newslinger,33467233.0,2019-08-25T14:54:03Z,88164,,,61009021,2019-08-25 14:54:03+00:00
22084,777,912430843,912430778,Newslinger,33467233.0,2019-08-25T14:54:42Z,88209,,,61009021,2019-08-25 14:54:42+00:00
22085,778,912431843,912430843,Ltyl,37205493.0,2019-08-25T15:04:46Z,88691,,,61009021,2019-08-25 15:04:46+00:00
18962,29,912432528,912430600,Ltyl,37205493.0,2019-08-25T15:11:40Z,34050,,,61597245,2019-08-25 15:11:40+00:00
18963,30,912434719,912432528,Ltyl,37205493.0,2019-08-25T15:32:30Z,34256,,,61597245,2019-08-25 15:32:30+00:00
18964,31,912435221,912434719,Newslinger,33467233.0,2019-08-25T15:36:34Z,34022,,,61597245,2019-08-25 15:36:34+00:00
22086,779,912436039,912431843,Ltyl,37205493.0,2019-08-25T15:43:46Z,88950,,,61009021,2019-08-25 15:43:46+00:00
22087,780,912436154,912436039,Ltyl,37205493.0,2019-08-25T15:44:25Z,89022,,,61009021,2019-08-25 15:44:25+00:00
4121,4121,912437761,912430428,Newslinger,33467233.0,2019-08-25T15:57:36Z,89135,,,61008894,2019-08-25 15:57:36+00:00
22088,781,912437901,912436154,Newslinger,33467233.0,2019-08-25T15:58:28Z,89521,,,61009021,2019-08-25 15:58:28+00:00
18965,32,912438094,912435221,AnomieBOT,7611264.0,2019-08-25T15:59:44Z,34039,,,61597245,2019-08-25 15:59:44+00:00
4122,4122,912442702,912437761,Ltyl,37205493.0,2019-08-25T16:36:39Z,89486,,,61008894,2019-08-25 16:36:39+00:00
4123,4123,912442861,912442702,Ltyl,37205493.0,2019-08-25T16:38:12Z,89490,,,61008894,2019-08-25 16:38:12+00:00
22089,782,912443530,912437901,65.60.163.223,0.0,2019-08-25T16:44:35Z,90034,True,,61009021,2019-08-25 16:44:35+00:00
22090,783,912443952,912443530,Ltyl,37205493.0,2019-08-25T16:48:36Z,90448,,,61009021,2019-08-25 16:48:36+00:00
19669,64,912445872,912387319,Hoising,2864272.0,2019-08-25T17:06:04Z,76190,,,61531765,2019-08-25 17:06:04+00:00
4124,4124,912447154,912442861,Hoising,2864272.0,2019-08-25T17:16:47Z,89420,,,61008894,2019-08-25 17:16:47+00:00
4125,4125,912447201,912447154,Hoising,2864272.0,2019-08-25T17:17:10Z,89133,,,61008894,2019-08-25 17:17:10+00:00
4126,4126,912447420,912447201,65.60.163.223,0.0,2019-08-25T17:19:07Z,89623,True,,61008894,2019-08-25 17:19:07+00:00
4127,4127,912448269,912447420,Feinoa,36817574.0,2019-08-25T17:26:16Z,89648,,,61008894,2019-08-25 17:26:16+00:00
22091,784,912448886,912443952,65.60.163.223,0.0,2019-08-25T17:31:03Z,91112,True,,61009021,2019-08-25 17:31:03+00:00
4128,4128,912449999,912448269,65.60.163.223,0.0,2019-08-25T17:40:08Z,89631,True,,61008894,2019-08-25 17:40:08+00:00
4129,4129,912450570,912449999,65.60.163.223,0.0,2019-08-25T17:44:22Z,89991,True,,61008894,2019-08-25 17:44:22+00:00
4130,4130,912451030,912450570,65.60.163.223,0.0,2019-08-25T17:48:18Z,90087,True,,61008894,2019-08-25 17:48:18+00:00
4131,4131,912451560,912451030,65.60.163.223,0.0,2019-08-25T17:52:39Z,90089,True,,61008894,2019-08-25 17:52:39+00:00
18564,75,912452081,912426519,Draconicfire,12360011.0,2019-08-25T17:56:44Z,14681,,,61592518,2019-08-25 17:56:44+00:00
18565,76,912452621,912452081,65.60.163.223,0.0,2019-08-25T18:00:51Z,14685,True,,61592518,2019-08-25 18:00:51+00:00
18566,77,912456129,912452621,65.60.163.223,0.0,2019-08-25T18:31:21Z,14672,True,,61592518,2019-08-25 18:31:21+00:00
4132,4132,912458446,912451560,Cosmopolitan268,35291669.0,2019-08-25T18:52:03Z,90528,,,61008894,2019-08-25 18:52:03+00:00
4133,4133,912460802,912458446,2019OutlaweD,37132700.0,2019-08-25T19:12:34Z,90527,,,61008894,2019-08-25 19:12:34+00:00
4134,4134,912461855,912460802,Feinoa,36817574.0,2019-08-25T19:22:42Z,90089,,,61008894,2019-08-25 19:22:42+00:00
4135,4135,912464615,912461855,139.5.158.152,0.0,2019-08-25T19:47:42Z,89357,True,,61008894,2019-08-25 19:47:42+00:00
4136,4136,912464712,912464615,139.5.158.152,0.0,2019-08-25T19:48:28Z,89356,True,,61008894,2019-08-25 19:48:28+00:00
4137,4137,912464773,912464712,139.5.158.152,0.0,2019-08-25T19:48:58Z,89369,True,,61008894,2019-08-25 19:48:58+00:00
21176,128,912465255,912269569,Mount2010,25679202.0,2019-08-25T19:53:01Z,21130,,,46210892,2019-08-25 19:53:01+00:00
4138,4138,912465264,912464773,El C,92203.0,2019-08-25T19:53:05Z,90089,,,61008894,2019-08-25 19:53:05+00:00
4139,4139,912465384,912465264,139.5.158.152,0.0,2019-08-25T19:53:54Z,89546,True,,61008894,2019-08-25 19:53:54+00:00
4140,4140,912465477,912465384,El C,92203.0,2019-08-25T19:54:38Z,90089,,,61008894,2019-08-25 19:54:38+00:00
4141,4141,912465665,912465477,139.5.158.152,0.0,2019-08-25T19:56:21Z,90064,True,,61008894,2019-08-25 19:56:21+00:00
4142,4142,912466943,912465665,IanDBeacon,33381286.0,2019-08-25T20:06:55Z,90089,,,61008894,2019-08-25 20:06:55+00:00
22092,785,912467138,912448886,139.5.158.152,0.0,2019-08-25T20:08:45Z,92556,True,,61009021,2019-08-25 20:08:45+00:00
22093,786,912467251,912467138,SineBot,4936590.0,2019-08-25T20:09:47Z,92840,,,61009021,2019-08-25 20:09:47+00:00
22094,787,912467557,912467251,El C,92203.0,2019-08-25T20:12:30Z,93094,,,61009021,2019-08-25 20:12:30+00:00
22095,788,912468408,912467557,2019OutlaweD,37132700.0,2019-08-25T20:19:21Z,93525,,,61009021,2019-08-25 20:19:21+00:00
22096,789,912468921,912468408,2019OutlaweD,37132700.0,2019-08-25T20:23:28Z,93733,,,61009021,2019-08-25 20:23:28+00:00
25724,4,912477228,912428543,Richard-of-Earth,6320921.0,2019-08-25T21:34:06Z,1546,,,61601345,2019-08-25 21:34:06+00:00
22097,790,912477910,912468921,2019OutlaweD,37132700.0,2019-08-25T21:40:15Z,93935,,,61009021,2019-08-25 21:40:15+00:00
4143,4143,912480738,912466943,Mandarax,191757.0,2019-08-25T22:08:11Z,90088,,,61008894,2019-08-25 22:08:11+00:00
22098,791,912483422,912477910,IanDBeacon,33381286.0,2019-08-25T22:34:20Z,94084,,,61009021,2019-08-25 22:34:20+00:00
22099,792,912483823,912483422,Ltyl,37205493.0,2019-08-25T22:38:15Z,94268,,,61009021,2019-08-25 22:38:15+00:00
22100,793,912484084,912483823,Ltyl,37205493.0,2019-08-25T22:40:25Z,94412,,,61009021,2019-08-25 22:40:25+00:00
22101,794,912485255,912484084,Ohc on the move,17816287.0,2019-08-25T22:51:12Z,94698,,,61009021,2019-08-25 22:51:12+00:00
4144,4144,912487425,912480738,203.47.191.82,0.0,2019-08-25T23:07:16Z,90091,True,,61008894,2019-08-25 23:07:16+00:00
4145,4145,912487630,912487425,Ltyl,37205493.0,2019-08-25T23:08:35Z,90120,,,61008894,2019-08-25 23:08:35+00:00
4146,4146,912488230,912487630,Ltyl,37205493.0,2019-08-25T23:12:54Z,90125,,,61008894,2019-08-25 23:12:54+00:00
4147,4147,912488761,912488230,203.47.191.82,0.0,2019-08-25T23:17:39Z,90149,True,,61008894,2019-08-25 23:17:39+00:00
11521,4833,912491225,912428187,Horserice,9136233.0,2019-08-25T23:44:49Z,161674,,,13404,2019-08-25 23:44:49+00:00
4148,4148,912499378,912488761,65.60.163.223,0.0,2019-08-26T01:06:38Z,90120,True,,61008894,2019-08-26 01:06:38+00:00
4149,4149,912500997,912499378,MSG17,32220312.0,2019-08-26T01:21:09Z,90355,,,61008894,2019-08-26 01:21:09+00:00
4150,4150,912501114,912500997,MSG17,32220312.0,2019-08-26T01:22:03Z,90360,,,61008894,2019-08-26 01:22:03+00:00
25593,8,912501553,912424857,Raysonho,1089043.0,2019-08-26T01:27:05Z,2233,,,61592642,2019-08-26 01:27:05+00:00
25594,9,912501579,912501553,Raysonho,1089043.0,2019-08-26T01:27:27Z,2233,,,61592642,2019-08-26 01:27:27+00:00
25595,10,912504822,912501579,AINH,22771722.0,2019-08-26T02:01:33Z,2406,,,61592642,2019-08-26 02:01:33+00:00
15102,381,912506157,912366619,Swissarmysalad,28731582.0,2019-08-26T02:14:27Z,63814,,,61340692,2019-08-26 02:14:27+00:00
11522,4834,912509084,912491225,Joeccho,35119144.0,2019-08-26T02:41:40Z,161696,,,13404,2019-08-26 02:41:40+00:00
22102,795,912512802,912485255,Mariogoods,34143604.0,2019-08-26T03:18:41Z,94893,,,61009021,2019-08-26 03:18:41+00:00
18567,78,912514516,912456129,65.60.163.223,0.0,2019-08-26T03:35:17Z,15745,True,,61592518,2019-08-26 03:35:17+00:00
13389,562,912514843,912288856,Lmmnhn,4599174.0,2019-08-26T03:38:38Z,72588,,,60632378,2019-08-26 03:38:38+00:00
18568,79,912514897,912514516,65.60.163.223,0.0,2019-08-26T03:39:09Z,15862,True,,61592518,2019-08-26 03:39:09+00:00
14214,22,912514983,912428804,Mariogoods,34143604.0,2019-08-26T03:40:00Z,105663,,,61597377,2019-08-26 03:40:00+00:00
13390,563,912515090,912514843,Lmmnhn,4599174.0,2019-08-26T03:41:17Z,72619,,,60632378,2019-08-26 03:41:17+00:00
18966,33,912515218,912438094,Mariogoods,34143604.0,2019-08-26T03:42:30Z,34040,,,61597245,2019-08-26 03:42:30+00:00
22103,796,912515372,912512802,123.253.67.20,0.0,2019-08-26T03:44:03Z,96304,True,,61009021,2019-08-26 03:44:03+00:00
22104,797,912515509,912515372,SineBot,4936590.0,2019-08-26T03:45:05Z,96588,,,61009021,2019-08-26 03:45:05+00:00
22105,798,912515640,912515509,El C,92203.0,2019-08-26T03:46:31Z,93814,,,61009021,2019-08-26 03:46:31+00:00
18569,80,912516271,912514897,65.60.163.223,0.0,2019-08-26T03:53:05Z,15656,True,,61592518,2019-08-26 03:53:05+00:00
25596,11,912516769,912504822,65.60.163.223,0.0,2019-08-26T03:59:11Z,2447,True,,61592642,2019-08-26 03:59:11+00:00
4151,4151,912518137,912501114,Michael.T.A.FCU,37209671.0,2019-08-26T04:12:26Z,90359,,,61008894,2019-08-26 04:12:26+00:00
4152,4152,912518239,912518137,El C,92203.0,2019-08-26T04:13:15Z,90360,,,61008894,2019-08-26 04:13:15+00:00
18570,81,912518988,912516271,65.60.163.223,0.0,2019-08-26T04:19:37Z,15989,True,,61592518,2019-08-26 04:19:37+00:00
18571,82,912519288,912518988,65.60.163.223,0.0,2019-08-26T04:22:44Z,15993,True,,61592518,2019-08-26 04:22:44+00:00
18572,83,912519331,912519288,65.60.163.223,0.0,2019-08-26T04:23:10Z,15988,True,,61592518,2019-08-26 04:23:10+00:00
18967,34,912520068,912515218,65.60.163.223,0.0,2019-08-26T04:29:37Z,34028,True,,61597245,2019-08-26 04:29:37+00:00
22106,799,912520321,912515640,Mariogoods,34143604.0,2019-08-26T04:32:10Z,93878,,,61009021,2019-08-26 04:32:10+00:00
22107,800,912520426,912520321,Mariogoods,34143604.0,2019-08-26T04:33:08Z,93933,,,61009021,2019-08-26 04:33:08+00:00
22108,801,912520497,912520426,Mariogoods,34143604.0,2019-08-26T04:33:52Z,94010,,,61009021,2019-08-26 04:33:52+00:00
22109,802,912520549,912520497,Mariogoods,34143604.0,2019-08-26T04:34:19Z,94024,,,61009021,2019-08-26 04:34:19+00:00
22110,803,912520567,912520549,Mariogoods,34143604.0,2019-08-26T04:34:30Z,94116,,,61009021,2019-08-26 04:34:30+00:00
22111,804,912520760,912520567,Mariogoods,34143604.0,2019-08-26T04:36:37Z,94143,,,61009021,2019-08-26 04:36:37+00:00
22112,805,912520882,912520760,Mariogoods,34143604.0,2019-08-26T04:38:07Z,94195,,,61009021,2019-08-26 04:38:07+00:00
22113,806,912520922,912520882,Mariogoods,34143604.0,2019-08-26T04:38:40Z,94219,,,61009021,2019-08-26 04:38:40+00:00
18968,35,912521186,912520068,65.60.163.223,0.0,2019-08-26T04:41:31Z,34504,True,,61597245,2019-08-26 04:41:31+00:00
18969,36,912521599,912521186,65.60.163.223,0.0,2019-08-26T04:45:40Z,34525,True,,61597245,2019-08-26 04:45:40+00:00
22114,807,912521631,912520922,Mariogoods,34143604.0,2019-08-26T04:45:56Z,94248,,,61009021,2019-08-26 04:45:56+00:00
18573,84,912522289,912519331,65.60.163.223,0.0,2019-08-26T04:53:48Z,16774,True,,61592518,2019-08-26 04:53:48+00:00
18574,85,912522458,912522289,65.60.163.223,0.0,2019-08-26T04:56:07Z,16774,True,,61592518,2019-08-26 04:56:07+00:00
4153,4153,912523026,912518239,65.60.163.223,0.0,2019-08-26T05:03:11Z,90421,True,,61008894,2019-08-26 05:03:11+00:00
19499,22,912523533,911477395,65.60.163.223,0.0,2019-08-26T05:10:56Z,65739,True,,61455659,2019-08-26 05:10:56+00:00
25823,12,912523806,911837420,65.60.163.223,0.0,2019-08-26T05:15:13Z,1837,True,,61532154,2019-08-26 05:15:13+00:00
4154,4154,912530267,912523026,UU,651047.0,2019-08-26T06:48:14Z,90497,,,61008894,2019-08-26 06:48:14+00:00
